record_id,student_id,student_name,level,department,course_code,course_name,semester_days,attendance_percent_norm,ca_score_norm,participation_score_0_5,lms_logins,risk_score,predicted_success_rate,risk_level,risk_numeric,recommended_action
REC00162,STU02104,Ada A.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.5273,0.4487,1.7,16,0.7575,0.2425,High,2,Advisor review and peer tutorial recommendation
REC00163,STU00639,Ireti N.,Year 1,Computer Science,PHY102,General Physics II,98,0.4674,0.5991,1.6,24,0.6158,0.3842,Medium,1,Monitor and recommend targeted support
REC00164,STU00247,Somto X.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.8153,0.8061,4.2,40,0.164,0.836,Low,0,No immediate action
REC00165,STU00568,Amaka Q.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.6228,0.5326,2.3,22,0.4318,0.5682,Medium,1,Monitor and recommend targeted support
REC00166,STU02016,Dami J.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.5952,0.5766,2.3,29,0.4082,0.5918,Medium,1,Monitor and recommend targeted support
REC00167,STU00869,Ada T.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.4048,0.2571,1.6,12,0.8802,0.1198,High,2,Advisor review and peer tutorial recommendation
REC00168,STU01404,Ayo X.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.3172,0.3482,3.7,31,0.7458,0.2542,High,2,Advisor review and peer tutorial recommendation
REC00169,STU01484,Nora K.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.7906,0.8856,4.5,49,0.1381,0.8619,Low,0,No immediate action
REC00170,STU01816,Nifemi O.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.5999,0.5257,2.7,44,0.3943,0.6057,Medium,1,Monitor and recommend targeted support
REC00171,STU01244,Jide S.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.6081,0.6378,3.2,33,0.3374,0.6626,Low,0,No immediate action
REC00172,STU00218,Femi U.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.6738,0.6074,0.8,7,0.5348,0.4652,Medium,1,Monitor and recommend targeted support
REC00173,STU00441,Muna E.,Year 1,Computer Science,PHY102,General Physics II,98,0.8911,0.7927,3.8,33,0.1537,0.8463,Low,0,No immediate action
REC00174,STU02694,Dami D.,Year 1,Computer Science,GST111,Communication in English,98,0.4913,0.6347,0.6,19,0.6909,0.3091,High,2,Advisor review and peer tutorial recommendation
REC00175,STU02552,Nifemi B.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.7547,0.743,3.6,37,0.2312,0.7688,Low,0,No immediate action
REC00176,STU01817,Mira B.,Year 1,Computer Science,PHY102,General Physics II,98,0.2533,0.4786,1.1,31,0.7362,0.2638,High,2,Advisor review and peer tutorial recommendation
REC00177,STU02165,Nedu K.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.6457,0.7111,3.6,17,0.3323,0.6677,Low,0,No immediate action
REC00178,STU00656,Jide E.,Year 1,Computer Science,GST111,Communication in English,98,0.511,0.6723,3.3,22,0.5146,0.4854,Medium,1,Monitor and recommend targeted support
REC00179,STU02625,Lara U.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.6977,0.3483,3.7,58,0.4684,0.5316,Medium,1,Monitor and recommend targeted support
REC00180,STU02409,Tolu D.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.6226,0.6337,4.5,60,0.2808,0.7192,Low,0,No immediate action
REC00181,STU02596,Ayo R.,Year 1,Computer Science,GST111,Communication in English,98,0.8626,0.8499,5,49,0.1,0.9,Low,0,No immediate action
REC00182,STU02493,Chidi H.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.992,0.5905,3.7,53,0.178,0.822,Low,0,No immediate action
REC00183,STU00799,Tobi G.,Year 1,Computer Science,GST111,Communication in English,98,0.4583,0.3119,1.7,33,0.7751,0.2249,High,2,Advisor review and peer tutorial recommendation
REC00184,STU00632,Nora K.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.9098,0.9074,3.6,39,0.1199,0.8801,Low,0,No immediate action
REC00185,STU02051,Ayo Y.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.7572,0.7291,3.1,47,0.2544,0.7456,Low,0,No immediate action
REC00186,STU00339,Ireti B.,Year 1,Computer Science,PHY102,General Physics II,98,0.932,0.6775,4.3,19,0.1938,0.8062,Low,0,No immediate action
REC00187,STU01875,Tolu X.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.5215,0.6659,2.0,11,0.598,0.402,Medium,1,Monitor and recommend targeted support
REC00188,STU00662,Ayo X.,Year 1,Computer Science,GST111,Communication in English,98,0.5735,0.5983,3.5,18,0.396,0.604,Medium,1,Monitor and recommend targeted support
REC00189,STU02342,Uche Q.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.5683,0.5549,2.6,39,0.4022,0.5978,Medium,1,Monitor and recommend targeted support
REC00190,STU00641,Tolu P.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.5156,0.6444,2.5,41,0.5204,0.4796,Medium,1,Monitor and recommend targeted support
REC00191,STU02496,Seyi D.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.4662,0.3293,2.2,20,0.7855,0.2145,High,2,Advisor review and peer tutorial recommendation
REC00192,STU01305,Ife N.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.2785,0.7014,1.6,40,0.6342,0.3658,High,2,Advisor review and peer tutorial recommendation
REC00193,STU00982,Jide O.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.935,0.823,5,40,0.0791,0.9209,Low,0,No immediate action
REC00194,STU02301,Mira N.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.867,0.5634,4.0,38,0.2242,0.7758,Low,0,No immediate action
REC00195,STU00015,Muna P.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.7892,0.641,3.0,41,0.272,0.728,Low,0,No immediate action
REC00196,STU00396,Bayo T.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.6416,0.2494,2.1,22,0.6172,0.3828,Medium,1,Monitor and recommend targeted support
REC00197,STU00129,Femi I.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.6783,0.6802,5,27,0.242,0.758,Low,0,No immediate action
REC00198,STU00130,Kemi N.,Year 1,Computer Science,GST111,Communication in English,98,0.7266,0.3843,2.4,53,0.4981,0.5019,Medium,1,Monitor and recommend targeted support
REC00199,STU01622,Nedu L.,Year 1,Computer Science,GST111,Communication in English,98,0.3554,0.3117,1.4,13,0.8885,0.1115,High,2,Advisor review and peer tutorial recommendation
REC00200,STU02203,Rita Z.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.7511,0.883,4.8,33,0.1427,0.8573,Low,0,No immediate action
REC00201,STU01308,Ireti L.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.965,0.8085,4.2,41,0.1035,0.8965,Low,0,No immediate action
REC00202,STU01026,Femi O.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.7544,0.6983,4.2,43,0.2208,0.7792,Low,0,No immediate action
REC00203,STU00931,Amaka J.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.7466,0.7862,3.8,41,0.2135,0.7865,Low,0,No immediate action
REC00204,STU02707,Tara Z.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.5428,0.783,3.0,28,0.4623,0.5377,Medium,1,Monitor and recommend targeted support
REC00205,STU02262,Nedu U.,Year 1,Computer Science,PHY102,General Physics II,98,0.2469,0.6036,2.3,35,0.6482,0.3518,High,2,Advisor review and peer tutorial recommendation
REC00206,STU02367,Bayo E.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.7632,0.8178,4.4,27,0.1907,0.8093,Low,0,No immediate action
REC00207,STU00178,Nedu A.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.9143,0.5091,4.4,25,0.229,0.771,Low,0,No immediate action
REC00208,STU01869,Tobi D.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.7934,0.6314,3.9,29,0.2484,0.7516,Low,0,No immediate action
REC00209,STU00122,Uche Z.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.8485,0.7845,4.4,49,0.1492,0.8508,Low,0,No immediate action
REC00210,STU00340,Ireti L.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.912,0.8967,4.9,22,0.1028,0.8972,Low,0,No immediate action
REC00211,STU00752,Tobi E.,Year 1,Computer Science,GST111,Communication in English,98,0.6555,0.4748,3.7,35,0.3474,0.6526,Low,0,No immediate action
REC00212,STU00350,Kene S.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.6079,0.5243,0.1,19,0.5774,0.4226,Medium,1,Monitor and recommend targeted support
REC00213,STU02717,Jide S.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.9352,0.7557,3.4,39,0.1632,0.8368,Low,0,No immediate action
REC00214,STU02644,Zara M.,Year 1,Computer Science,GST111,Communication in English,98,0.1603,0.344,2.1,31,0.8738,0.1262,High,2,Advisor review and peer tutorial recommendation
REC00215,STU02441,Dami A.,Year 1,Computer Science,GST111,Communication in English,98,0.9591,0.8338,3.0,29,0.1574,0.8426,Low,0,No immediate action
REC00216,STU02193,Kene O.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.8599,0.655,4.0,42,0.1995,0.8005,Low,0,No immediate action
REC00217,STU02466,Amaka U.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.7579,0.73,4.0,48,0.2178,0.7822,Low,0,No immediate action
REC00218,STU02342,Seyi A.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.5435,0.3111,1.9,9,0.8057,0.1943,High,2,Advisor review and peer tutorial recommendation
REC00219,STU00935,Bayo Q.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.6443,0.6617,2.7,41,0.3358,0.6642,Low,0,No immediate action
REC00220,STU00975,Lara R.,Year 1,Computer Science,GST111,Communication in English,98,0.8636,0.6823,2.8,27,0.2552,0.7448,Low,0,No immediate action
REC00221,STU02405,Mira N.,Year 1,Computer Science,GST111,Communication in English,98,0.5719,0.4788,2.9,37,0.4116,0.5884,Medium,1,Monitor and recommend targeted support
REC00222,STU02200,Efe D.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.8429,0.6211,3.4,46,0.2405,0.7595,Low,0,No immediate action
REC00223,STU02704,Kemi U.,Year 1,Computer Science,GST111,Communication in English,98,0.5445,0.2184,3.2,24,0.7352,0.2648,High,2,Advisor review and peer tutorial recommendation
REC00224,STU02174,Femi L.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.7223,0.3156,2.6,33,0.5124,0.4876,Medium,1,Monitor and recommend targeted support
REC00225,STU00441,Mira N.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.8126,0.4922,3.1,18,0.3482,0.6518,Low,0,No immediate action
REC00226,STU02351,Nifemi F.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.8534,0.4062,4.1,18,0.4177,0.5823,Medium,1,Monitor and recommend targeted support
REC00227,STU00644,Lara A.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.88,0.7681,5,53,0.1176,0.8824,Low,0,No immediate action
REC00228,STU01840,Ayo I.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.5915,0.6813,2.6,26,0.3754,0.6246,Low,0,No immediate action
REC00229,STU01563,Seyi L.,Year 1,Computer Science,PHY102,General Physics II,98,0.7961,0.7198,5,22,0.1983,0.8017,Low,0,No immediate action
REC00230,STU00176,Dara R.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.4463,0.4477,1.6,18,0.7881,0.2119,High,2,Advisor review and peer tutorial recommendation
REC00231,STU00024,Lara H.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.8742,0.8931,4.0,43,0.1224,0.8776,Low,0,No immediate action
REC00232,STU02301,Tara N.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.1609,0.5146,2.0,13,0.7815,0.2185,High,2,Advisor review and peer tutorial recommendation
REC00233,STU01311,Ireti U.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.4376,0.2739,1.8,12,0.8541,0.1459,High,2,Advisor review and peer tutorial recommendation
REC00234,STU02305,Amaka Z.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.8664,0.7703,5,19,0.1642,0.8358,Low,0,No immediate action
REC00235,STU01686,Jide N.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.4337,0.6933,2.9,38,0.5225,0.4775,Medium,1,Monitor and recommend targeted support
REC00236,STU02087,Ayo D.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.8318,0.4479,3.6,39,0.3889,0.6111,Medium,1,Monitor and recommend targeted support
REC00237,STU01115,Zara H.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.9127,0.6618,3.9,52,0.1804,0.8196,Low,0,No immediate action
REC00238,STU00819,Efe G.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.4019,0.3761,1.9,26,0.7908,0.2092,High,2,Advisor review and peer tutorial recommendation
REC00239,STU01308,Tara T.,Year 1,Computer Science,PHY102,General Physics II,98,0.8667,0.6721,3.2,31,0.2288,0.7712,Low,0,No immediate action
REC00240,STU01483,Uche Y.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.3112,0.1389,0.9,17,1,0,High,2,Advisor review and peer tutorial recommendation
REC00241,STU00932,Kemi A.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.7271,0.6479,5,40,0.2148,0.7852,Low,0,No immediate action
REC00242,STU00342,Seyi L.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.8652,0.6155,3.8,61,0.2173,0.7827,Low,0,No immediate action
REC00243,STU01680,Ife J.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.424,0.3848,2.0,21,0.7907,0.2093,High,2,Advisor review and peer tutorial recommendation
REC00244,STU00144,Ada Q.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.9232,0.9008,4.6,33,0.0765,0.9235,Low,0,No immediate action
REC00245,STU01200,Nifemi X.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.4472,0.1198,1.7,27,0.8545,0.1455,High,2,Advisor review and peer tutorial recommendation
REC00246,STU00746,Ada J.,Year 1,Computer Science,PHY102,General Physics II,98,0.7154,0.5285,3.5,14,0.3724,0.6276,Low,0,No immediate action
REC00247,STU00504,Jide Z.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.1754,0.4602,1.8,20,0.7786,0.2214,High,2,Advisor review and peer tutorial recommendation
REC00248,STU02767,Tobi I.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.7977,0.9528,3.4,33,0.1591,0.8409,Low,0,No immediate action
REC00249,STU02566,Nora Q.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.2329,0.2816,1.3,8,0.9659,0.0341,High,2,Advisor review and peer tutorial recommendation
REC00250,STU01732,Tobi C.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.2131,0.2557,2.1,24,0.9006,0.0994,High,2,Advisor review and peer tutorial recommendation
REC00251,STU02367,Dami S.,Year 1,Computer Science,PHY102,General Physics II,98,0.7384,0.3201,2.5,10,0.578,0.422,Medium,1,Monitor and recommend targeted support
REC00252,STU02324,Ada U.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.6121,0.8136,3.8,33,0.2591,0.7409,Low,0,No immediate action
REC00253,STU00581,Uche T.,Year 1,Computer Science,GST111,Communication in English,98,0.6383,0.8041,3.2,38,0.2754,0.7246,Low,0,No immediate action
REC00254,STU01737,Amaka V.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.8652,0.7693,2.8,32,0.2132,0.7868,Low,0,No immediate action
REC00255,STU02097,Kemi Q.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.8064,0.7993,3.5,38,0.1976,0.8024,Low,0,No immediate action
REC00256,STU02580,Tara W.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.7173,0.6552,4.3,27,0.2619,0.7381,Low,0,No immediate action
REC00257,STU02556,Teni C.,Year 1,Computer Science,PHY102,General Physics II,98,0.9055,0.5062,4.3,42,0.2139,0.7861,Low,0,No immediate action
REC00258,STU02301,Amaka I.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.921,0.8215,4.3,47,0.1131,0.8869,Low,0,No immediate action
REC00259,STU00450,Ireti C.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.924,0.527,4.8,49,0.1803,0.8197,Low,0,No immediate action
REC00260,STU01656,Teni D.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.4942,0.4483,2.4,41,0.6918,0.3082,High,2,Advisor review and peer tutorial recommendation
REC00261,STU02478,Lekan B.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.4796,0.1712,2.4,30,0.789,0.211,High,2,Advisor review and peer tutorial recommendation
REC00262,STU01952,Teni L.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.8228,0.7925,2.6,38,0.2291,0.7709,Low,0,No immediate action
REC00263,STU00574,Seyi D.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.5659,0.7204,2.6,32,0.3556,0.6444,Low,0,No immediate action
REC00264,STU02098,Lekan A.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.8688,0.4322,3.8,19,0.4127,0.5873,Medium,1,Monitor and recommend targeted support
REC00265,STU02119,Dara Z.,Year 1,Computer Science,PHY102,General Physics II,98,0.4752,0.4968,2.6,18,0.6218,0.3782,High,2,Advisor review and peer tutorial recommendation
REC00266,STU02043,Tara O.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.698,0.4832,2.7,34,0.3678,0.6322,Low,0,No immediate action
REC00267,STU01079,Dami K.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.7072,0.7203,2.5,34,0.301,0.699,Low,0,No immediate action
REC00268,STU00317,Bayo R.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.6783,0.6214,3.5,36,0.3023,0.6977,Low,0,No immediate action
REC00269,STU01929,Tara P.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.9758,0.8179,4.9,13,0.1285,0.8715,Low,0,No immediate action
REC00270,STU02594,Ife G.,Year 1,Computer Science,PHY102,General Physics II,98,0.9514,0.6847,4.7,59,0.126,0.874,Low,0,No immediate action
REC00271,STU02029,Tara E.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.6871,0.6963,2.1,52,0.3323,0.6677,Low,0,No immediate action
REC00272,STU01842,Lara P.,Year 1,Computer Science,PHY102,General Physics II,98,0.3999,0.1455,0.5,16,0.9874,0.0126,High,2,Advisor review and peer tutorial recommendation
REC00273,STU01536,Muna L.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.9792,0.7417,3.9,52,0.1298,0.8702,Low,0,No immediate action
REC00274,STU02004,Rita P.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.4398,0.3264,1.8,6,0.8558,0.1442,High,2,Advisor review and peer tutorial recommendation
REC00275,STU00716,Amaka V.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.9134,0.7747,4.9,22,0.1389,0.8611,Low,0,No immediate action
REC00276,STU01139,Nora R.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.9273,0.4635,3.7,29,0.2533,0.7467,Low,0,No immediate action
REC00277,STU01847,Jide I.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.7488,0.2693,3.0,41,0.4997,0.5003,Medium,1,Monitor and recommend targeted support
REC00278,STU00146,Seyi V.,Year 1,Computer Science,PHY102,General Physics II,98,0.7527,0.5098,4.6,27,0.2793,0.7207,Low,0,No immediate action
REC00279,STU00322,Mira C.,Year 1,Computer Science,GST111,Communication in English,98,0.872,0.6751,5,52,0.1487,0.8513,Low,0,No immediate action
REC00280,STU00858,Amaka G.,Year 1,Computer Science,PHY102,General Physics II,98,0.9368,0.4434,3.8,31,0.3454,0.6546,Low,0,No immediate action
